4944ce79-c5e3-4343-9321-d3924dddad87,06/04/2026 14:58:28,Read,00000000-0000-0000-0000-000000000000,Product,system
c8ec262e-2a46-40af-9152-e8842c6e813b,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
4999a388-df73-4627-81d2-e70850b614b1,06/04/2026 14:58:29,Create,e80684cc-2674-4324-9f10-8054484f9620,Product,TestUser
9a202c0d-416c-4a21-8fb8-096e324ce62e,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
9ebfb45c-06e6-495f-8e12-d4154dee49c1,06/04/2026 14:58:29,Create,6c150916-1328-488d-bc21-d35527272981,Product,TestUser
33c8086e-fc17-4e61-b409-1e82964b3206,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
28d271b4-4ef8-4fd8-9050-bedf79795a59,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
a480333b-ea88-4b00-a413-9376d4d06f01,06/04/2026 14:58:29,Read,b7186ba0-3508-4083-b4ab-5de67737dea5,Product,system
1a7a06b4-65e1-4fc9-95b3-a60598c9021e,06/04/2026 14:58:29,Update,b7186ba0-3508-4083-b4ab-5de67737dea5,Product,TestUser
ad45b30e-7ad9-4dc8-a8db-b9207aae6af5,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
0d723db8-f00c-44ab-a981-e27b4bb22df3,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
827f1d80-5095-4700-904c-842afea11822,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
92c5dc6e-4832-4572-b7f4-8243b168b1a7,06/04/2026 14:58:29,Create,5719ca77-5121-464b-92c3-d633376b56f4,Product,TestUser
37c5812a-a3e5-4680-8529-0e4706533b28,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
46fb22fe-4260-4bfe-8a73-765cc95031f8,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
363d0739-fa25-4c8a-8c74-25d60a7d56b8,06/04/2026 14:58:29,Delete,9ebaa4dc-db3d-41dc-8917-459f8b9ab3a2,Product,TestUser
732b2f43-1e71-46ba-9353-413338a7abb7,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
1731a4be-1981-4278-8f5c-eb2dd0f04b67,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
aa264e34-41b2-4197-9f5e-c6e2b83af31e,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
a274d3cd-9198-4d78-ab39-b2759ec4d4e3,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
276d2ee6-4b48-4d60-9035-76d0dfffadc2,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
f19b2fc9-c462-4515-8151-ad3d7d599b4b,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
f7d551da-21a0-48fa-b111-b672804c94a5,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
b95317de-9934-45cd-bbd8-6c522054faf6,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
314948eb-000b-437b-8a0f-17471396ba2a,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
7df26d42-9da4-4c77-85c0-387793e7df21,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
0ec7fb44-5ac1-4722-95e7-20b7497f60ed,06/04/2026 14:58:29,Read,b7186ba0-3508-4083-b4ab-5de67737dea5,Product,system
f382ce24-2228-4b73-b925-fe127f2172e5,06/04/2026 14:58:29,Update,b7186ba0-3508-4083-b4ab-5de67737dea5,Product,TestUser
a3daeaea-3015-454e-81d6-a942fc6b99bc,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
3ac5988a-d5f5-4e5f-bc7b-af96c476c68f,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
7781eaaf-ca50-4ac7-8982-7aaac0e2f666,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
80149f6f-2ad1-4ad9-b1f1-254c386546ab,06/04/2026 14:58:29,Create,835a2972-df71-43df-a607-4c30c4a36d7e,Purchase,TestUser
487bb948-eeb7-451d-a338-9f172a8708a7,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
8b578052-78bc-4e44-bfd2-d8cbde162f81,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Purchase,system
51bb6ff2-1d77-4388-8745-b07d13db39a9,06/04/2026 14:58:29,Delete,1fe50d46-3fa5-4a48-9689-ee0ee435dcd7,Purchase,TestUser
d0feb006-4576-4b5c-b19f-90395a83dd00,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
b280a8e7-bb44-4202-ad45-f765a4ea15d7,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Purchase,system
fe3b8bde-8390-49ab-b820-c648d21a1478,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
fad28c87-e32b-423f-922a-c82f8a63e9e7,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Purchase,system
c8043a19-6ad9-4314-963e-16f9e551fb53,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
2b07636c-5a5e-4fd4-96d3-a7fcea5e1017,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
82bd333e-8c6e-4874-bf96-d176c4515c61,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
84b86d7a-03b9-4c54-80fa-66e7e24041c0,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
557faeb7-9971-4e75-b69b-9dc63aa7dd8a,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
467565a5-087f-493b-bd74-b02035554d56,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
eba19d98-be95-4ba5-b64f-70eb1503bedb,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
52a75ec4-69ad-4f70-a222-247d3ab3381d,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
f7f047c4-c6ea-4eb2-b739-b61ab252d979,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Purchase,system
706a9a1e-9241-4e4d-ae79-3c0eaf0e7e96,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
7b54397c-8d60-4e4d-93c3-c00f83ed2084,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
07f5dc8e-ae51-4982-9f03-76116fa09490,06/04/2026 14:58:29,Create,3a28ce25-4bac-479f-b3f8-4e490981a58f,User,TestUser
093defcd-6162-42c2-95e4-7df2c906a40f,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
0615fa42-9bfb-4c83-9e87-3a6a6b13c317,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
c0277b9b-e885-47f3-901d-78d542aa0d37,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
67fedf2d-72a7-4ef4-910b-1b0a3c4cc42d,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
981a5f3e-6f68-4dfd-b09c-5b6a433aa2ce,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
9df58226-856f-4857-92ea-0e2f599a81e9,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
8c609425-a11b-4167-a359-aa7fdb0cd83e,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,Product,system
0f54e2b2-e162-494a-9750-3ae03070169f,06/04/2026 14:58:29,Read,00000000-0000-0000-0000-000000000000,User,system
